users_,concurrency_,variant_,duration_ms_mean,duration_ms_std,duration_ms_var,server_ms_mean,server_ms_std,server_ms_var,avg_cpu_mean,avg_cpu_std,avg_cpu_var,avg_mem_mean,avg_mem_std,avg_mem_var,disk_mb_mean,disk_mb_std,disk_mb_var
1000,1,neo4j_normal,136.87470833333333,491.13678829605465,241215.34481776357,64.5525,174.42721391613594,30424.852954545444,34.71715833333333,29.115573868802404,847.7166417096893,7003.178483333333,904.7075617059212,818495.7722078732,690.86,0.0,0.0
1000,1,neo4j_optimized,136.82010833333334,494.33781952063066,244369.87980841158,64.805,201.93235469225723,40776.675871559586,34.0754,28.92071657790454,836.4078473794824,6995.1403083333325,876.8127573302075,768800.6114170013,690.86,0.0,0.0
1000,1,postgres_normal,4.5926,9.451488865507505,89.33064177481235,1.5364083333333334,3.430415009763866,11.767747139213226,131.02857500000002,88.0775963362213,7757.662976366344,2344.6926333333336,440.22730655605227,193800.0814375964,443.0,0.0,0.0
1000,1,postgres_optimized,5.104091666666666,9.47348023157341,89.7468276980122,1.3968583333333333,3.5551960418065485,12.639418895676949,112.83109166666667,133.62771168186913,17856.365329332744,5952.167625,1278.1370574051145,1633634.337512205,443.0,0.0,0.0
1000,3,neo4j_normal,319.26054999999997,1479.45665670619,2188791.999072257,78.63833333333334,250.95996350671484,62980.90328329165,36.73340833333333,28.976310487036326,839.6265694411313,7428.795433333333,14.132965414413937,199.7407114050205,690.86,0.0,0.0
1000,3,neo4j_optimized,308.26712499999996,1464.7659073111301,2145539.1632209984,68.6625,191.88587428740692,36820.18875104254,36.76948333333333,30.122804088788474,907.3833261715315,7426.58395,31.871043407836293,1015.7634079041852,690.86,0.0,0.0
1000,3,postgres_normal,28.617658333333335,18.532003252582424,343.4351445537255,1.5164666666666666,3.434295682948761,11.794386837920497,15.673525,1.9094344557990195,3.6459399409924975,2173.7155666666667,617.2567531259402,381005.8992795779,443.0,0.0,0.0
1000,3,postgres_optimized,29.27096666666667,18.811185989480588,353.8607183308308,1.3866916666666667,3.5549674587762428,12.637793632958019,15.848858333333334,2.5339591362169265,6.420948904017233,5474.753608333333,1724.1797454482237,2972795.794613901,443.0,0.0,0.0
1000,5,neo4j_normal,487.5556666666667,2448.553064360095,5995412.108987211,78.70166666666667,241.1816324136927,58168.579813733595,38.334691666666664,32.72132057627174,1070.6848202551441,7487.292233333333,21.04820504521183,443.0269356252807,690.86,0.0,0.0
1000,5,neo4j_optimized,488.10099166666674,2447.6949641453184,5991210.637502351,80.43583333333333,230.48638613694226,53123.97419446764,38.326208333333334,30.675241573260855,940.9704455779112,7485.319875,28.363995980074584,804.5162679576872,690.86,0.0,0.0
1000,5,postgres_normal,50.93463333333333,27.137412610051737,736.4391631681949,1.50705,3.425503397376487,11.734073525437852,11.4558,2.693680961856885,7.255917124270232,2143.2943333333333,678.0272118790141,459720.9000484295,443.0,0.0,0.0
1000,5,postgres_optimized,51.38214166666667,28.214785957344777,796.07414661878,1.37245,3.5498272341049693,12.601273391993336,11.673041666666666,3.1269627561467943,9.777896078329157,5464.6084083333335,1870.444220016521,3498561.580193212,443.0,0.0,0.0
1000,10,neo4j_normal,937.6622249999999,4959.746108178486,24599081.457591634,102.515,351.5203648639653,123566.5669140953,38.33074166666667,29.847699663110493,890.8851751792462,7687.332308333333,125.85771479757312,15840.164374067255,690.86,0.0,0.0
1000,10,neo4j_optimized,968.7123583333334,4968.489148850269,24685884.42224287,136.27,648.6190697793284,420706.6976814013,40.27384166666667,31.954691004962267,1021.1022772226165,7657.9116,53.42062904390209,2853.7636074461957,690.86,0.0,0.0
1000,10,postgres_normal,106.39216666666667,52.29239174744044,2734.494234667777,1.4970083333333335,3.4404603528399296,11.836767439463452,8.782266666666667,3.517234753678325,12.370940312482627,2134.926716666667,692.170559242172,479100.08308162104,443.0,0.0,0.0
1000,10,postgres_optimized,106.53005833333334,51.998711099827254,2703.865956043298,1.35595,3.532687173109521,12.47987866305254,9.121508333333333,4.395556912998631,19.320920575410057,5457.826241666667,1906.096814157423,3633205.064941078,443.0,0.0,0.0
10000,1,neo4j_normal,147.85503333333335,476.3539186144212,226913.05577931466,76.12833333333333,161.81832252604505,26185.169505143138,26.416825,52.24907876408724,2729.966231695792,7030.825841666667,908.8523134160981,826012.5276017934,690.86,0.0,0.0
10000,1,neo4j_optimized,150.12285833333334,475.03365425459646,225656.97267447546,77.71916666666667,161.11568986468305,25958.26552057273,22.904425,15.383411811705333,236.64935896851514,7021.6187083333325,884.6327984478401,782575.1880896569,690.86,0.0,0.0
10000,1,postgres_normal,12.058208333333333,20.093414243309304,403.7452959532252,10.773941666666666,23.66255507069467,559.9165124736579,99.41683333333333,71.33179529954435,5088.2250206560975,2416.6970583333336,453.56717084369404,205723.17846715276,443.0,0.0,0.0
10000,1,postgres_optimized,8.195525,12.224132794457132,149.42942257652234,5.398408333333333,11.719944644436426,137.35710246865406,98.27045,70.60044829683395,4984.4232997139225,5912.047408333333,1475.9060851214224,2178298.7720984435,443.0,0.0,0.0
10000,3,neo4j_normal,327.06126666666665,1459.3695145702288,2129759.3800569456,85.64,186.54747483408198,34799.96036697245,28.892983333333333,20.39242542658191,415.8510147787044,7468.257833333334,22.32121537578504,498.2366558521826,690.86,0.0,0.0
10000,3,neo4j_optimized,330.2685333333333,1458.49907248075,2127219.5444272086,87.92666666666666,198.55871740899403,39425.56425910475,28.58948333333333,19.837472318562014,393.52530798971424,7463.788208333333,27.080006794927602,733.3267680133251,690.86,0.0,0.0
10000,3,postgres_normal,39.48954166666667,34.61319632750783,1198.0733600066017,10.830375,23.78482437398813,565.7178705014599,18.74181666666667,12.636152182714063,159.6723419847094,2260.318408333333,588.0078195956567,345753.19590563833,443.0,0.0,0.0
10000,3,postgres_optimized,32.97096666666667,20.020489397830993,400.8199957286631,5.324416666666667,11.555910726564242,133.5390727203225,16.644266666666667,4.105648985265796,16.856353590214056,4659.855375,2185.8465472815665,4777925.128262746,443.0,0.0,0.0
10000,5,neo4j_normal,500.57745000000006,2442.520719722397,5965907.466273217,90.70333333333333,192.39979224417536,37017.68005560184,34.22631666666667,23.696627500458145,561.5301548954692,7526.965958333333,23.35067014195451,545.2537960783658,690.86,0.0,0.0
10000,5,neo4j_optimized,504.4772166666667,2452.30863238146,6013817.628452628,92.88,215.83282985226091,46583.810442035014,33.21198333333333,21.13624646971988,446.7409148287461,7530.352233333333,30.969681089756286,959.1211468012082,690.86,0.0,0.0
10000,5,postgres_normal,70.90828333333333,75.56934693191515,5710.726195716153,10.849508333333333,23.89084215672177,570.7723389573941,14.466816666666666,8.432369471990006,71.10485491214901,2206.3879083333336,702.4241430010551,493399.6766707667,443.0,0.0,0.0
10000,5,postgres_optimized,55.362008333333335,28.841205745263686,831.8151488406311,5.335916666666667,11.628600443875083,135.2243482832918,13.447691666666666,5.990605371373315,35.88735271552681,4765.334258333333,2189.840845394988,4795402.928160234,443.0,0.0,0.0
10000,10,neo4j_normal,970.3666166666666,4948.504306386052,24487694.870321304,130.6425,421.77369987392245,177893.0539053376,42.56140833333333,31.33960243313807,982.1706806671535,7779.174441666667,158.767597909052,25207.15014581041,690.86,0.0,0.0
10000,10,neo4j_optimized,965.3618916666667,4971.123743825912,24712071.27642975,123.75583333333333,335.35097750625516,112460.27811440085,46.083075,33.79424263328011,1142.050835157007,7743.493841666666,102.82975096355833,10573.957683227425,690.86,0.0,0.0
10000,10,postgres_normal,134.04558333333335,109.82901602852745,12062.412761794538,10.859933333333334,24.00192194825025,576.0922572098971,13.625975,13.640134925408955,186.05328078336115,2214.068241666667,706.8285541275899,499606.6049300992,443.0,0.0,0.0
10000,10,postgres_optimized,112.573725,51.96497678293605,2700.3588120510826,5.316691666666666,11.579982720400224,134.09599980476779,11.499683333333333,7.706630545296062,59.392154361690274,4900.913658333333,2298.3454396366546,5282391.759898607,443.0,0.0,0.0
100000,1,neo4j_normal,308.1147583333333,623.1070784818235,388262.4312541534,235.5925,454.1820423024686,206281.32755004134,18.30665,18.200759860339474,331.26765949374465,7201.792241666666,969.148137223249,939248.1118832935,690.86,0.0,0.0
100000,1,neo4j_optimized,317.10722499999997,550.6604770838698,303226.961022235,245.49166666666667,360.7391655363316,130132.74555184886,15.250416666666666,10.263620970328862,105.34191542257436,7147.5045,944.5065140604735,892092.5551026674,690.86,0.0,0.0
100000,1,postgres_normal,55.65558333333333,112.92760324785884,12752.643575305818,62.58838333333333,138.53315026190535,19191.433721487643,72.57130833333333,62.49972175314824,3906.215219220952,4043.1095166666664,18.55042595698835,344.1183031857071,443.0,0.0,0.0
100000,1,postgres_optimized,45.28756666666667,102.01508951941189,10407.078489653622,49.49455,123.71188632387896,15304.630817812349,94.691,70.99963532075175,5040.9482156797385,9669.710149999999,246.52100339234912,60772.60511357061,443.0,0.0,0.0
100000,3,neo4j_normal,490.4556416666667,1487.3678529543686,2212263.130002088,247.835,442.3566215082128,195679.38059216025,28.441208333333332,19.55111653473341,382.2461577547262,7790.869983333334,22.537080622880907,507.9200030022341,690.86,0.0,0.0
100000,3,neo4j_optimized,502.90615833333334,1471.7309588715873,2165992.015301082,258.9941666666667,388.47969426988396,150916.4728600225,25.634075,10.354994442423765,107.22590990262707,7707.497333333334,31.781245662634596,1010.0475758687304,690.86,0.0,0.0
100000,3,postgres_normal,85.08080000000001,122.77737654057105,15074.284190185166,61.37925833333333,136.29637985288088,18576.70316100079,21.88945,14.830516918083065,219.94423205754802,4048.805325,20.615925629288167,425.0163895523407,443.0,0.0,0.0
100000,3,postgres_optimized,76.07603333333334,116.24575056549817,13513.074524536018,48.98085833333333,123.12588981999912,15159.984743966561,19.38296666666667,12.293573544375304,151.13195049096439,8357.180758333334,2796.0999203261763,7818174.7644480495,443.0,0.0,0.0
100000,5,neo4j_normal,692.0284083333333,2468.0622789526024,6091331.412788713,275.79833333333335,494.4687608536114,244499.35546010593,37.2719,20.738380338699567,430.0804190725608,7871.423583333334,25.080999699932892,629.0565459480338,690.86,0.0,0.0
100000,5,neo4j_optimized,701.8679666666667,2464.052477483525,6071554.611792698,284.67583333333334,440.633241816972,194157.65379413412,35.51736666666666,15.022100279684585,225.66349681289967,7763.944833333334,22.291027961460106,496.88992757859626,690.86,0.0,0.0
100000,5,postgres_normal,119.36093333333334,139.7207079414212,19521.876227651926,61.75001666666667,136.95556059533106,18756.825577981395,20.556716666666667,16.835797286683135,283.44407027828726,4048.080066666667,18.178768536862385,330.46762551681775,443.0,0.0,0.0
100000,5,postgres_optimized,110.66269166666667,137.04026415195383,18780.033998837283,49.025400000000005,123.2515609897578,15190.947286411989,16.392274999999998,11.141520092250133,124.13346996601342,8112.353808333333,2988.6596489803637,8932086.497443432,443.0,0.0,0.0
100000,10,neo4j_normal,1204.4976166666665,4954.524515482801,24547313.17452008,353.37083333333334,678.7390543519343,460686.70390255813,56.183433333333326,27.74241161195727,769.6414020472615,8020.7686,56.18460538209389,3156.7098819416137,690.86,0.0,0.0
100000,10,neo4j_optimized,1217.5594250000001,4966.412495738393,24665253.077826448,361.1375,613.4462218888534,376316.26714970835,58.01466666666667,28.242020058234097,797.611696969697,7953.780875,112.85142787589803,12735.444773629015,690.86,0.0,0.0
100000,10,postgres_normal,192.398325,170.23527270027546,28980.048071337147,62.265166666666666,137.79915306328868,18988.606584959667,23.466683333333332,25.80040096086055,665.660689741174,4046.8610333333336,20.30622486428885,412.3427682390627,443.0,0.0,0.0
100000,10,postgres_optimized,174.87468333333334,162.01001458115755,26247.244824586884,49.56259166666667,124.36397072120438,15466.397213544582,18.954275,21.776907062498935,474.233681208716,8003.117525,2933.4635015777585,8605208.115088845,443.0,0.0,0.0
